consensus.cluster	chr	start	end	strand	tpm
9349	chr3L	14999616	14999691	-	3363
9350	chr3L	15014053	15014060	-	328
9351	chr3L	15042518	15042627	-	11213
9352	chr3L	15054124	15054182	-	1282
9353	chr3L	15061704	15061709	-	1789
9354	chr3L	15062582	15062722	-	211039
9355	chr3L	15072173	15072176	-	223
9356	chr3L	15093307	15093410	-	1480
9357	chr3L	15099533	15099537	-	1160
9358	chr3L	15108477	15108530	-	477
9359	chr3L	15108952	15108956	-	126
9360	chr3L	15131207	15131418	-	3414
9361	chr3L	15131460	15131461	-	135
9362	chr3L	15136642	15136666	-	182
9363	chr3L	15136879	15136894	-	191
9364	chr3L	15138192	15138262	-	644
9365	chr3L	15142541	15142654	-	13745
9366	chr3L	15144024	15144096	-	2111
9367	chr3L	15158456	15158664	-	11707
9368	chr3L	15161431	15161488	-	108
9369	chr3L	15163552	15163626	-	952
9370	chr3L	15302797	15302866	-	1026
9371	chr3L	15472818	15472840	-	180
9372	chr3L	15473815	15473820	-	227
9373	chr3L	15474087	15474224	-	8229
9374	chr3L	15485420	15485480	-	6999
9375	chr3L	15495000	15495001	-	208
9376	chr3L	15495516	15495592	-	1507
9377	chr3L	15504820	15504943	-	3851
9378	chr3L	15507870	15508065	-	9091
9379	chr3L	15508213	15508252	-	1825
9380	chr3L	15518870	15518967	-	330
9381	chr3L	15523241	15523337	-	3200
9382	chr3L	15523864	15523981	-	7740
9383	chr3L	15524037	15524161	-	10337
9384	chr3L	15562990	15563087	-	7216
9385	chr3L	15563135	15563174	-	143
9386	chr3L	15580484	15580538	-	1101
9387	chr3L	15587595	15587737	-	4109
9388	chr3L	15587900	15587984	-	261
9389	chr3L	15588081	15588196	-	3586
9390	chr3L	15610327	15610388	-	4577
9391	chr3L	15611703	15611800	-	6506
9392	chr3L	15634404	15634405	-	189
9393	chr3L	15716731	15716759	-	121
9394	chr3L	15728421	15728422	-	130
9395	chr3L	15816353	15816419	-	2168
9396	chr3L	15823916	15824016	-	479
9397	chr3L	15824144	15824248	-	2574
9398	chr3L	15826373	15826425	-	4325
9399	chr3L	15835267	15835399	-	15219
9400	chr3L	15837316	15837532	-	15685
9401	chr3L	15852235	15852270	-	129
9402	chr3L	15852567	15852570	-	144
9403	chr3L	15860123	15860146	-	111
9404	chr3L	15876457	15876490	-	148
9405	chr3L	15894275	15894348	-	231
9406	chr3L	15952984	15952991	-	971
9407	chr3L	15954742	15954897	-	2409
9408	chr3L	15967835	15967877	-	3380
9409	chr3L	15982812	15982896	-	2557
9410	chr3L	15987754	15987839	-	646
9411	chr3L	15996357	15996386	-	252
9412	chr3L	16004704	16004778	-	1808
9413	chr3L	16010285	16010290	-	246
9414	chr3L	16011755	16011785	-	523
9415	chr3L	16040133	16040134	-	161
9416	chr3L	16040935	16041040	-	1322
9417	chr3L	16046599	16046781	-	5104
9418	chr3L	16046830	16046840	-	8899
9419	chr3L	16050657	16050667	-	3099
9420	chr3L	16087483	16087593	-	2401
9421	chr3L	16090338	16090410	-	981
9422	chr3L	16097510	16097514	-	247
9423	chr3L	16105576	16105630	-	752
9424	chr3L	16111999	16112119	-	1027
9425	chr3L	16112342	16112415	-	5550
9426	chr3L	16112595	16112642	-	447
9427	chr3L	16128523	16128596	-	2302
9428	chr3L	16131535	16131647	-	6238
9429	chr3L	16143768	16143875	-	1314
9430	chr3L	16144045	16144126	-	736
9431	chr3L	16164238	16164251	-	2174
9432	chr3L	16228674	16228739	-	1820
9433	chr3L	16231892	16231913	-	161
9434	chr3L	16231968	16232060	-	13658
9435	chr3L	16268181	16268208	-	673
9436	chr3L	16326696	16326809	-	7410
9437	chr3L	16328334	16328397	-	210
9438	chr3L	16351879	16351971	-	1278
9439	chr3L	16354306	16354314	-	4335
9440	chr3L	16356396	16356445	-	156
9441	chr3L	16359420	16359427	-	2340
9442	chr3L	16378527	16378583	-	1763
9443	chr3L	16381196	16381202	-	788
9444	chr3L	16382912	16382963	-	416
9445	chr3L	16385816	16385925	-	4440
9446	chr3L	16391787	16391877	-	659
9447	chr3L	16404446	16404515	-	797
9448	chr3L	16404601	16404605	-	918
9449	chr3L	16404976	16404978	-	368
9450	chr3L	16405330	16405412	-	537
9451	chr3L	16411508	16411620	-	578
9452	chr3L	16411752	16411864	-	18968
9453	chr3L	16417140	16417188	-	216
9454	chr3L	16419248	16419342	-	2630
9455	chr3L	16483645	16483647	-	957
9456	chr3L	16495322	16495327	-	571
9457	chr3L	16496227	16496234	-	1070
9458	chr3L	16543403	16543409	-	694
9459	chr3L	16572396	16572398	-	2772
9460	chr3L	16579956	16579986	-	397
9461	chr3L	16580299	16580300	-	306
9462	chr3L	16581192	16581411	-	6650
9463	chr3L	16581552	16581591	-	474
9464	chr3L	16586998	16587095	-	1473
9465	chr3L	16587310	16587354	-	95
9466	chr3L	16587842	16587868	-	240
9467	chr3L	16591005	16591113	-	448
9468	chr3L	16594959	16595014	-	295
9469	chr3L	16595054	16595110	-	480
9470	chr3L	16602653	16602721	-	246
9471	chr3L	16603454	16603516	-	322
9472	chr3L	16609212	16609345	-	959
9473	chr3L	16609759	16609787	-	212
9474	chr3L	16609827	16609835	-	277
9475	chr3L	16610311	16610471	-	29345
9476	chr3L	16612109	16612239	-	3840
9477	chr3L	16615406	16615502	-	5405
9478	chr3L	16616000	16616071	-	310
9479	chr3L	16647249	16647256	-	188
9480	chr3L	16647820	16647916	-	3948
9481	chr3L	16649005	16649017	-	218
9482	chr3L	16661543	16661647	-	4835
9483	chr3L	16667930	16667931	-	141
9484	chr3L	16673492	16673582	-	16353
9485	chr3L	16711224	16711348	-	11377
9486	chr3L	16711602	16711682	-	11427
9487	chr3L	16728003	16728007	-	196
9488	chr3L	16730734	16730821	-	2549
9489	chr3L	16747576	16747600	-	332
9490	chr3L	16750262	16750313	-	174
9491	chr3L	16779689	16779766	-	1535
9492	chr3L	16786832	16786965	-	19010
9493	chr3L	16787022	16787080	-	102
9494	chr3L	16800167	16800193	-	5927
9495	chr3L	16807722	16807729	-	3606
9496	chr3L	16844934	16845034	-	15269
9497	chr3L	16853611	16853671	-	644
9498	chr3L	16916181	16916208	-	111
9499	chr3L	16920002	16920059	-	144
9500	chr3L	16957646	16957651	-	347
9501	chr3L	17002290	17002319	-	215
9502	chr3L	17012119	17012128	-	1044
9503	chr3L	17012515	17012554	-	447
9504	chr3L	17015935	17016078	-	6771
9505	chr3L	17016125	17016239	-	1484
9506	chr3L	17021375	17021377	-	225
9507	chr3L	17022689	17022835	-	9865
9508	chr3L	17040683	17040757	-	601
9509	chr3L	17042541	17042611	-	3446
9510	chr3L	17044973	17045084	-	7149
9511	chr3L	17235521	17235551	-	166
9512	chr3L	17238206	17238239	-	1233
9513	chr3L	17241956	17242133	-	5497
9514	chr3L	17253899	17253994	-	1161
9515	chr3L	17275477	17275586	-	5162
9516	chr3L	17320352	17320353	-	113
9517	chr3L	17320748	17320850	-	8735
9518	chr3L	17325456	17325555	-	3551
9519	chr3L	17337257	17337272	-	168
9520	chr3L	17339127	17339281	-	5921
9521	chr3L	17344675	17344760	-	856
9522	chr3L	17382727	17382745	-	362
9523	chr3L	17421508	17421514	-	2105
9524	chr3L	17425177	17425252	-	1347
9525	chr3L	17427136	17427193	-	1850
9526	chr3L	17428800	17428850	-	1446
9527	chr3L	17433166	17433205	-	795
9528	chr3L	17433565	17433638	-	2525
9529	chr3L	17436363	17436490	-	7577
9530	chr3L	17478864	17479053	-	7914
9531	chr3L	17480900	17480970	-	1955
9532	chr3L	17481456	17481471	-	109
9533	chr3L	17482619	17482677	-	401
9534	chr3L	17513468	17513470	-	152
9535	chr3L	17513863	17513952	-	3945
9536	chr3L	17525606	17525638	-	145
9537	chr3L	17529798	17529876	-	2663
9538	chr3L	17557477	17557496	-	289
9539	chr3L	17557692	17557804	-	5219
9540	chr3L	17584545	17584601	-	670
9541	chr3L	17621454	17621737	-	17041
9542	chr3L	17639871	17639873	-	200
9543	chr3L	17644919	17645081	-	17031
9544	chr3L	17646462	17646463	-	200
9545	chr3L	17649267	17649351	-	790
9546	chr3L	17654114	17654178	-	371
9547	chr3L	17654234	17654318	-	6412
9548	chr3L	17669166	17669266	-	2868
9549	chr3L	17672030	17672095	-	146
9550	chr3L	17729366	17729428	-	460
9551	chr3L	17750576	17750633	-	1293
9552	chr3L	17756914	17756987	-	3746
9553	chr3L	17764145	17764167	-	8198
9554	chr3L	17785555	17785578	-	135
9555	chr3L	17797676	17797769	-	1914
9556	chr3L	17802153	17802318	-	9819
9557	chr3L	17804669	17804724	-	1590
9558	chr3L	17808819	17808820	-	308
9559	chr3L	17812890	17812895	-	413
9560	chr3L	17841420	17841425	-	1255
9561	chr3L	17843462	17843545	-	1240
9562	chr3L	17846410	17846518	-	4924
9563	chr3L	17856761	17856765	-	943
9564	chr3L	17907793	17907828	-	2434
9565	chr3L	17912513	17912561	-	662
9566	chr3L	17961691	17961723	-	144
9567	chr3L	17961809	17961846	-	1939
9568	chr3L	17982105	17982178	-	474
9569	chr3L	17999507	17999512	-	1893
9570	chr3L	18038353	18038434	-	162
9571	chr3L	18061792	18061793	-	358
9572	chr3L	18070149	18070150	-	278
9573	chr3L	18073022	18073105	-	207
9574	chr3L	18075036	18075084	-	303
9575	chr3L	18085239	18085345	-	1643
9576	chr3L	18087089	18087189	-	2668
9577	chr3L	18087298	18087397	-	9298
9578	chr3L	18106141	18106152	-	1192
9579	chr3L	18109474	18109626	-	4120
9580	chr3L	18121359	18121375	-	162
9581	chr3L	18121510	18121633	-	4631
9582	chr3L	18121676	18121726	-	205
9583	chr3L	18121961	18122079	-	17322
9584	chr3L	18132237	18132317	-	3118
9585	chr3L	18136242	18136281	-	702
9586	chr3L	18185348	18185389	-	110
9587	chr3L	18185635	18185641	-	768
9588	chr3L	18195182	18195221	-	139
9589	chr3L	18294206	18294305	-	3329
9590	chr3L	18301223	18301326	-	3110
9591	chr3L	18323984	18324005	-	154
9592	chr3L	18398447	18398454	-	1197
9593	chr3L	18429241	18429271	-	211
9594	chr3L	18460949	18461027	-	561
9595	chr3L	18462397	18462432	-	99
9596	chr3L	18463049	18463159	-	5621
9597	chr3L	18491788	18491820	-	167
9598	chr3L	18617151	18617324	-	8585
9599	chr3L	18617892	18617957	-	1353
9600	chr3L	18621685	18621718	-	135
9601	chr3L	18622044	18622163	-	4502
9602	chr3L	18669048	18669126	-	367
9603	chr3L	18673062	18673202	-	13021
9604	chr3L	18673331	18673373	-	337
9605	chr3L	18673441	18673489	-	211
9606	chr3L	18681784	18681848	-	2700
9607	chr3L	18683638	18683639	-	259
9608	chr3L	18683900	18684139	-	11162
9609	chr3L	18684190	18684352	-	631
9610	chr3L	18686302	18686315	-	287
9611	chr3L	18698317	18698458	-	2252
9612	chr3L	18723249	18723380	-	15252
9613	chr3L	18748316	18748407	-	1016
9614	chr3L	18755978	18756025	-	168
9615	chr3L	18801280	18801317	-	2546
9616	chr3L	18820688	18820717	-	1216
9617	chr3L	18846255	18846263	-	1126
9618	chr3L	18872494	18872613	-	1264
9619	chr3L	18890481	18890483	-	557
9620	chr3L	18898289	18898290	-	485
9621	chr3L	18901471	18901597	-	3136
9622	chr3L	18904827	18904955	-	5011
9623	chr3L	18914091	18914179	-	6346
9624	chr3L	18920260	18920359	-	1296
9625	chr3L	18946031	18946036	-	542
9626	chr3L	18992804	18992812	-	314
9627	chr3L	18993225	18993262	-	676
9628	chr3L	18995789	18995822	-	1656
9629	chr3L	19000525	19000599	-	1769
9630	chr3L	19033858	19033948	-	2169
9631	chr3L	19045445	19045447	-	740
9632	chr3L	19052041	19052044	-	518
9633	chr3L	19062767	19062818	-	575
9634	chr3L	19077799	19077839	-	120
9635	chr3L	19086417	19086422	-	3454
9636	chr3L	19096162	19096231	-	1900
9637	chr3L	19097623	19097708	-	1749
9638	chr3L	19100275	19100425	-	5160
9639	chr3L	19100485	19100600	-	667
9640	chr3L	19129685	19129686	-	129
9641	chr3L	19170641	19170643	-	508
9642	chr3L	19185977	19186016	-	656
9643	chr3L	19235364	19235369	-	1041
9644	chr3L	19255006	19255085	-	3046
9645	chr3L	19260592	19260748	-	3973
9646	chr3L	19264115	19264203	-	3990
9647	chr3L	19268908	19268912	-	935
9648	chr3L	19274789	19274852	-	234
9649	chr3L	19288564	19288565	-	476
9650	chr3L	19299285	19299322	-	190
9651	chr3L	19313284	19313333	-	270
9652	chr3L	19409119	19409139	-	168
9653	chr3L	19424159	19424166	-	226
9654	chr3L	19446403	19446439	-	553
9655	chr3L	19478683	19478701	-	6597
9656	chr3L	19486499	19486540	-	444
9657	chr3L	19488158	19488166	-	221
9658	chr3L	19488311	19488408	-	11639
9659	chr3L	19497654	19497735	-	2773
9660	chr3L	19499742	19499805	-	795
9661	chr3L	19516734	19516768	-	144
9662	chr3L	19543841	19543934	-	419
9663	chr3L	19544132	19544273	-	33920
9664	chr3L	19552269	19552391	-	5849
9665	chr3L	19585879	19586184	-	11369
9666	chr3L	19590486	19590533	-	1171
9667	chr3L	19590629	19590683	-	326
9668	chr3L	19598728	19598798	-	1347
9669	chr3L	19612118	19612226	-	6493
9670	chr3L	19618460	19618548	-	2057
9671	chr3L	19633022	19633024	-	494
9672	chr3L	19642692	19642859	-	7379
9673	chr3L	19649837	19649849	-	1796
9674	chr3L	19664087	19664091	-	184
9675	chr3L	19680137	19680164	-	184
9676	chr3L	19687345	19687400	-	1229
9677	chr3L	19692026	19692053	-	144
9678	chr3L	19695253	19695254	-	166
9679	chr3L	19707642	19707643	-	300
9680	chr3L	19791069	19791074	-	2136
9681	chr3L	19793544	19793567	-	889
9682	chr3L	19801259	19801324	-	188
9683	chr3L	19805029	19805157	-	3808
9684	chr3L	19805370	19805392	-	134
9685	chr3L	19806015	19806071	-	1088
9686	chr3L	19807149	19807218	-	2702
9687	chr3L	19811989	19812046	-	554
9688	chr3L	19813331	19813339	-	1676
9689	chr3L	19815872	19815962	-	2121
9690	chr3L	19817757	19817815	-	3096
9691	chr3L	19834256	19834367	-	3991
9692	chr3L	19870733	19870893	-	4297
9693	chr3L	19870939	19871110	-	8297
9694	chr3L	19874257	19874262	-	245
9695	chr3L	19888807	19888893	-	391
9696	chr3L	19891459	19891574	-	477
9697	chr3L	19894937	19894984	-	287
9698	chr3L	19895110	19895188	-	10325
9699	chr3L	19896375	19896394	-	1762
9700	chr3L	19898318	19898348	-	106
9701	chr3L	19909311	19909468	-	4327
9702	chr3L	19910106	19910269	-	7248
9703	chr3L	19913639	19913718	-	1771
9704	chr3L	19923180	19923304	-	1923
9705	chr3L	19923360	19923464	-	2401
9706	chr3L	19928444	19928540	-	2900
9707	chr3L	19929039	19929087	-	115
9708	chr3L	19951054	19951160	-	5147
9709	chr3L	19951930	19952073	-	7050
9710	chr3L	19952797	19952865	-	1553
9711	chr3L	19953663	19953747	-	1513
9712	chr3L	19954447	19954553	-	2850
9713	chr3L	19955746	19955852	-	4686
9714	chr3L	19979775	19979830	-	681
9715	chr3L	19985815	19985893	-	3035
9716	chr3L	20027802	20027914	-	3987
9717	chr3L	20028954	20029114	-	5869
9718	chr3L	20089004	20089005	-	142
9719	chr3L	20133242	20133327	-	1872
9720	chr3L	20140501	20140554	-	968
9721	chr3L	20198307	20198313	-	3970
9722	chr3L	20241482	20241533	-	1757
9723	chr3L	20241913	20241950	-	448
9724	chr3L	20266136	20266233	-	4219
9725	chr3L	20275282	20275385	-	1989
9726	chr3L	20296905	20296998	-	3765
9727	chr3L	20299291	20299341	-	318
9728	chr3L	20302080	20302140	-	625
9729	chr3L	20347906	20347977	-	1871
9730	chr3L	20348037	20348066	-	142
9731	chr3L	20348670	20348706	-	260
9732	chr3L	20361507	20361585	-	1060
9733	chr3L	20375782	20375905	-	6565
9734	chr3L	20378038	20378149	-	975
9735	chr3L	20384071	20384139	-	1903
9736	chr3L	20393506	20393610	-	1678
9737	chr3L	20393664	20393727	-	270
9738	chr3L	20393781	20393823	-	197
9739	chr3L	20401245	20401281	-	132
9740	chr3L	20401346	20401433	-	763
9741	chr3L	20401608	20401609	-	131
9742	chr3L	20427639	20427702	-	529
9743	chr3L	20430424	20430486	-	896
9744	chr3L	20432270	20432391	-	2989
9745	chr3L	20435960	20435995	-	148
9746	chr3L	20436103	20436205	-	4219
9747	chr3L	20452799	20452881	-	1683
9748	chr3L	20465638	20465733	-	6212
9749	chr3L	20473087	20473090	-	473
9750	chr3L	20473259	20473400	-	3464
9751	chr3L	20493484	20493489	-	462
9752	chr3L	20519340	20519451	-	7753
9753	chr3L	20520732	20520770	-	627
9754	chr3L	20524719	20524838	-	1575
9755	chr3L	20526099	20526349	-	2937
9756	chr3L	20540413	20540414	-	667
9757	chr3L	20616660	20616678	-	121
9758	chr3L	20624464	20624504	-	592
9759	chr3L	20627012	20627102	-	3118
9760	chr3L	20690440	20690475	-	140
9761	chr3L	20729602	20729668	-	820
9762	chr3L	20769478	20769559	-	1382
9763	chr3L	20771061	20771142	-	2872
9764	chr3L	20778198	20778298	-	2079
9765	chr3L	20786159	20786197	-	1689
9766	chr3L	20788059	20788146	-	2144
9767	chr3L	20792770	20792777	-	1635
9768	chr3L	20796485	20796513	-	123
9769	chr3L	20798339	20798410	-	4397
9770	chr3L	20809207	20809285	-	892
9771	chr3L	20815791	20815867	-	296
9772	chr3L	20816009	20816055	-	319
9773	chr3L	20817161	20817164	-	551
9774	chr3L	20817208	20817356	-	955
9775	chr3L	20817682	20817704	-	176
9776	chr3L	20818002	20818097	-	69660
9777	chr3L	20838695	20838770	-	225
9778	chr3L	20840184	20840242	-	471
9779	chr3L	20841510	20841610	-	4224
9780	chr3L	20875785	20875826	-	159
9781	chr3L	20897415	20897420	-	159
9782	chr3L	20921757	20921796	-	590
9783	chr3L	20949504	20949510	-	2238
9784	chr3L	20966756	20966818	-	2941
9785	chr3L	20970722	20970764	-	4376
9786	chr3L	20974702	20974792	-	5149
9787	chr3L	21004268	21004299	-	90
9788	chr3L	21026205	21026229	-	760
9789	chr3L	21027361	21027436	-	5380
9790	chr3L	21031263	21031388	-	1088
9791	chr3L	21034164	21034266	-	3050
9792	chr3L	21088967	21089043	-	2486
9793	chr3L	21100097	21100098	-	459
9794	chr3L	21135979	21136071	-	6134
9795	chr3L	21171925	21171926	-	115
9796	chr3L	21196723	21196769	-	331
9797	chr3L	21196873	21196944	-	1296
9798	chr3L	21198073	21198208	-	11361
9799	chr3L	21202873	21202878	-	2677
9800	chr3L	21210021	21210112	-	4053
9801	chr3L	21216785	21216846	-	3859
9802	chr3L	21267863	21267989	-	13417
9803	chr3L	21268320	21268372	-	559
9804	chr3L	21270480	21270614	-	12066
9805	chr3L	21279972	21279978	-	1772
9806	chr3L	21280766	21280790	-	188
9807	chr3L	21281319	21281536	-	12241
9808	chr3L	21304390	21304468	-	1083
9809	chr3L	21317961	21318029	-	2226
9810	chr3L	21335277	21335289	-	126
9811	chr3L	21343215	21343227	-	158
9812	chr3L	21343621	21343743	-	4041
9813	chr3L	21346779	21346792	-	199
9814	chr3L	21347124	21347128	-	827
9815	chr3L	21349279	21349302	-	226
9816	chr3L	21406680	21406790	-	6328
9817	chr3L	21428934	21428941	-	509
9818	chr3L	21433077	21433138	-	5795
9819	chr3L	21441328	21441442	-	1743
9820	chr3L	21460554	21460578	-	317
9821	chr3L	21464064	21464079	-	119
9822	chr3L	21476475	21476493	-	2268
9823	chr3L	21492720	21492841	-	8225
9824	chr3L	21496452	21496462	-	140
9825	chr3L	21497440	21497517	-	1797
9826	chr3L	21507447	21507563	-	2180
9827	chr3L	21513791	21513822	-	193
9828	chr3L	21513903	21513905	-	106
9829	chr3L	21513975	21514104	-	4571
9830	chr3L	21515754	21515852	-	314
9831	chr3L	21516035	21516088	-	210
9832	chr3L	21529253	21529329	-	1992
9833	chr3L	21533122	21533218	-	3520
9834	chr3L	21533637	21533770	-	4794
9835	chr3L	21539351	21539599	-	77019
9836	chr3L	21554179	21554183	-	171
9837	chr3L	21554880	21554990	-	8147
9838	chr3L	21568802	21568932	-	7921
9839	chr3L	21569058	21569136	-	141
9840	chr3L	21576406	21576475	-	848
9841	chr3L	21577217	21577327	-	11124
9842	chr3L	21634347	21634489	-	1430
9843	chr3L	21637298	21637373	-	146
9844	chr3L	21670036	21670039	-	113
9845	chr3L	21679688	21679755	-	346
9846	chr3L	21728395	21728481	-	181
9847	chr3L	21728563	21728666	-	2055
9848	chr3L	21728789	21728875	-	1489
9849	chr3L	21733480	21733484	-	235
9850	chr3L	21738402	21738431	-	2404
9851	chr3L	21740320	21740321	-	1029
9852	chr3L	21770533	21770534	-	167
9853	chr3L	21777090	21777141	-	771
9854	chr3L	21828181	21828328	-	13335
9855	chr3L	21828458	21828585	-	2250
9856	chr3L	21830119	21830166	-	301
9857	chr3L	21832170	21832285	-	2537
9858	chr3L	21840046	21840162	-	1913
9859	chr3L	21841284	21841358	-	2450
9860	chr3L	21872952	21872990	-	847
9861	chr3L	21887072	21887128	-	496
9862	chr3L	21941768	21941845	-	2062
9863	chr3L	21949504	21949523	-	142
9864	chr3L	22028217	22028312	-	3824
9865	chr3L	22029746	22029789	-	1120
9866	chr3L	22071685	22071715	-	452
9867	chr3L	22071791	22071951	-	3235
9868	chr3L	22074338	22074371	-	176
9869	chr3L	22074483	22074529	-	997
9870	chr3L	22075698	22075837	-	4632
9871	chr3L	22225810	22225873	-	208
9872	chr3L	22262837	22262898	-	1024
9873	chr3L	22266517	22266740	-	13355
9874	chr3L	22267319	22267351	-	97
9875	chr3L	22275715	22275783	-	217
9876	chr3L	22288174	22288192	-	1655
9877	chr3L	22407856	22407862	-	2374
9878	chr3L	22421342	22421371	-	192
9879	chr3L	22461009	22461010	-	384
9880	chr3L	22461130	22461163	-	325
9881	chr3L	22474430	22474432	-	236
9882	chr3L	22497079	22497114	-	431
9883	chr3L	22503749	22503868	-	1943
9884	chr3L	22505180	22505273	-	3746
9885	chr3L	22716541	22716611	-	223
9886	chr3L	22717195	22717367	-	5161
9887	chr3L	22717525	22717595	-	276
9888	chr3L	22722053	22722082	-	578
9889	chr3L	22727729	22727818	-	1885
9890	chr3L	22728219	22728244	-	95
9891	chr3L	22741325	22741425	-	1453
9892	chr3L	22798649	22798716	-	500
9893	chr3L	22835190	22835193	-	228
9894	chr3L	22836979	22837123	-	3667
9895	chr3L	22853490	22853538	-	971
9896	chr3L	22856046	22856151	-	11364
9897	chr3L	22868122	22868312	-	24649
9898	chr3L	22868907	22869003	-	594
9899	chr3L	22869124	22869162	-	514
9900	chr3L	22869377	22869423	-	210
9901	chr3L	22870065	22870066	-	195
9902	chr3L	22870963	22870967	-	466
9903	chr3L	22871025	22871122	-	303
9904	chr3L	22871378	22871617	-	10267
9905	chr3L	22871713	22871825	-	916
9906	chr3L	22871975	22872188	-	24424
9907	chr3L	22873743	22873749	-	162
9908	chr3L	22878098	22878157	-	450
9909	chr3L	22878694	22878771	-	7098
9910	chr3L	22955299	22955474	-	3759
9911	chr3L	22977209	22977266	-	809
9912	chr3L	23002137	23002205	-	581
9913	chr3L	23015609	23015663	-	139
9914	chr3L	23032671	23032758	-	1529
9915	chr3L	23094804	23094824	-	506
9916	chr3L	23095010	23095029	-	159
9917	chr3L	23095100	23095172	-	347
9918	chr3L	23095291	23095319	-	166
9919	chr3L	23095422	23095530	-	118268
9920	chr3L	23150395	23150497	-	1041
9921	chr3L	23183919	23183959	-	949
9922	chr3L	23225618	23225656	-	134
9923	chr3L	23265758	23265862	-	2558
9924	chr3L	23330619	23330661	-	210
9925	chr3L	23338030	23338132	-	8213
9926	chr3L	23346400	23346414	-	257
9927	chr3L	23691678	23691721	-	146
9928	chr3L	23765830	23765930	-	404
9929	chr3L	23795685	23795765	-	183
9930	chr3L	23814584	23814639	-	465
9931	chr3L	23840460	23840536	-	812
9932	chr3L	23883464	23883495	-	101
9933	chr3L	23883917	23883949	-	481
9934	chr3L	23935139	23935299	-	1711
9935	chr3L	24011471	24011519	-	299
9936	chr3L	24040942	24041016	-	1345
9937	chr3L	24216908	24216932	-	361
9938	chr3L	24290894	24290935	-	143
9939	chr3L	24472757	24472758	-	181
9940	chr3L	24542085	24542198	-	1435
9941	chr3L	24720825	24720905	-	544
9942	chr3L	24788661	24788682	-	100
9943	chr3L	24886380	24886486	-	1455
9944	chr3L	24975038	24975064	-	293
9945	chr3L	25007529	25007575	-	241
9946	chr3L	25093588	25093625	-	265
9947	chr3L	25115795	25115945	-	4868
9948	chr3L	25116869	25116947	-	1267
9949	chr3L	25206431	25206432	-	439
9950	chr3L	25286283	25286295	-	642
9951	chr3L	25494371	25494426	-	422
9952	chr3L	25520340	25520413	-	1153
9953	chr3L	25839025	25839138	-	1554
9954	chr3L	25853298	25853336	-	101
